	card1	card2	suited	force	qualifies	hrank
205	♢6	♠9	False	0	False	One Pair
206	♠A	♠2	True	2	True	Three Of A Kind
207	♡K	♠6	False	0	True	Flush
208	♡K	♡2	True	2	True	Full House
209	♡8	♢2	False	2	True	Three Of A Kind
210	♡5	♠9	False	0	False	One Pair
211	♠6	♠6	True	2	True	Three Of A Kind
212	♣6	♢A	False	0	True	One Pair
213	♠A	♣4	False	0	False	One Pair
214	♣Q	♡4	False	0	True	Straight
215	♠2	♣4	False	1	True	Four Of A Kind
216	♡6	♠9	False	0	True	Five Of A Kind
217	♣Q	♠J	False	0	True	Straight
218	♢7	♢9	True	0	True	Four Of A Kind
219	♠Q	♣K	False	2	True	One Pair
220	♣8	♠7	False	0	True	Three Of A Kind
221	♣2	♡4	False	1	True	Four Of A Kind
222	♣5	♣6	True	0	False	One Pair
223	♢2	♠5	False	1	True	Three Of A Kind
224	♡5	♠8	False	0	False	One Pair
225	♢5	♡9	False	0	True	Four Of A Kind
226	♢9	♡K	False	0	False	One Pair
227	♣8	♡Q	False	0	False	High Card
228	♢K	♡7	False	0	False	High Card
229	♡3	♡8	True	0	True	Two Pair
230	♣K	♣7	True	0	False	One Pair
231	♡5	♣T	False	0	False	High Card
232	♣4	♣2	True	2	False	One Pair
233	♡3	♠8	False	0	True	One Pair
234	♢7	♡2	False	2	True	Straight
235	♠J	♠T	True	2	False	One Pair
236	♡J	♢5	False	0	True	Three Of A Kind
237	♡T	♣7	False	0	False	One Pair
238	♣A	♠T	False	0	True	One Pair
239	♡T	♢8	False	0	True	Three Of A Kind
240	♢9	♡A	False	0	True	Three Of A Kind
241	♡6	♡7	True	0	True	Three Of A Kind
242	♢A	♢6	True	0	True	Three Of A Kind
243	♣7	♡A	False	0	True	Three Of A Kind
244	♣3	♠Q	False	0	True	One Pair
245	♠A	♡Q	False	2	True	One Pair
246	♢4	♢2	True	2	True	Full House
247	♠T	♢T	False	2	True	Three Of A Kind
248	♡5	♣7	False	0	True	Three Of A Kind
249	♣K	♣T	True	2	True	Two Pair
250	♠7	♢T	False	0	False	High Card
251	♢5	♣5	False	2	True	Two Pair
252	♣9	♠Q	False	0	True	Four Of A Kind
253	♢6	♢8	True	0	False	One Pair
254	♠J	♠7	True	0	True	Three Of A Kind
255	♣4	♠2	False	2	True	Flush
256	♡J	♣6	False	0	True	Two Pair
257	♢8	♠4	False	0	True	Two Pair
258	♣T	♢A	False	0	True	One Pair
259	♠9	♣5	False	0	False	High Card
260	♠3	♣A	False	0	True	Four Of A Kind
261	♡T	♡5	True	0	False	One Pair
262	♠2	♣K	False	1	True	Three Of A Kind
263	♣A	♠7	False	0	True	One Pair
264	♢J	♡4	False	0	True	One Pair
265	♢2	♣6	False	1	True	Three Of A Kind
266	♡4	♢9	False	0	True	Three Of A Kind
267	♢5	♢5	True	2	False	One Pair
268	♠8	♠6	True	0	True	Flush
269	♣T	♠A	False	0	True	One Pair
270	♡6	♡5	True	0	True	One Pair
271	♠Q	♡9	False	0	True	Three Of A Kind
272	♣4	♡J	False	0	False	One Pair
273	♡Q	♠8	False	0	True	One Pair
274	♣Q	♢J	False	0	True	Straight
275	♠Q	♡K	False	2	True	Four Of A Kind
276	♣T	♣9	True	0	True	One Pair
277	♠9	♢5	False	0	True	One Pair
278	♠9	♡T	False	0	False	One Pair
279	♣6	♡2	False	2	True	Three Of A Kind
280	♣8	♣3	True	0	True	One Pair
281	♣9	♠A	False	0	True	Three Of A Kind
282	♢4	♣J	False	0	True	Three Of A Kind
283	♡2	♡J	True	1	False	One Pair
284	♠3	♠A	True	0	True	Three Of A Kind
285	♠8	♣3	False	0	True	One Pair
286	♡5	♠4	False	0	True	Two Pair
287	♣2	♠4	False	1	True	Three Of A Kind
288	♡T	♣8	False	0	False	One Pair
289	♣Q	♠Q	False	2	True	Three Of A Kind
290	♠7	♡T	False	0	True	One Pair
291	♠T	♡8	False	0	True	Four Of A Kind
292	♣Q	♣T	True	2	True	Flush
293	♣3	♡8	False	0	True	Full House
294	♠8	♡2	False	2	True	Four Of A Kind
295	♡J	♣7	False	0	False	High Card
296	♢Q	♠K	False	2	False	High Card
297	♡9	♣4	False	0	True	Three Of A Kind
298	♠A	♣6	False	0	True	Three Of A Kind
299	♠9	♡6	False	0	False	One Pair
300	♠9	♣5	False	0	True	Three Of A Kind
301	♡7	♢7	False	2	False	One Pair
302	♢J	♢9	True	0	False	One Pair
303	♡8	♢5	False	0	True	One Pair
304	♣A	♢7	False	0	False	One Pair
305	♠8	♠T	True	0	True	Two Pair
306	♢J	♣J	False	2	True	Four Of A Kind
307	♡6	♡5	True	0	True	Full House
308	♠J	♢A	False	0	True	Three Of A Kind
309	♣3	♢8	False	0	True	Three Of A Kind
310	♠5	♣2	False	2	True	Straight
311	♣3	♢3	False	2	True	Three Of A Kind
312	♠6	♠8	True	0	True	Full House
313	♠A	♢7	False	0	False	High Card
314	♠J	♡4	False	0	True	Four Of A Kind
315	♣T	♣6	True	0	True	Three Of A Kind
316	♡4	♢6	False	0	False	One Pair
317	♢Q	♡T	False	0	True	Three Of A Kind
318	♢9	♠7	False	0	True	Five Of A Kind
319	♢J	♠8	False	0	False	One Pair
320	♢4	♢A	True	0	True	Three Of A Kind
321	♠K	♠5	True	0	False	One Pair
322	♣Q	♣9	True	0	True	Two Pair
323	♣5	♡J	False	0	True	Two Pair
324	♢J	♡6	False	0	False	One Pair
325	♡5	♣3	False	0	False	One Pair
326	♠3	♠6	True	0	True	Three Of A Kind
327	♡K	♢A	False	2	True	Two Pair
328	♣K	♣3	True	0	False	One Pair
329	♠5	♡9	False	0	False	One Pair
330	♢7	♣K	False	0	False	One Pair
331	♡2	♠9	False	1	True	Three Of A Kind
332	♡7	♠J	False	0	True	Three Of A Kind
333	♢A	♢6	True	0	True	Flush
334	♠A	♠8	True	0	True	Three Of A Kind
335	♢Q	♢4	True	0	False	One Pair
336	♡Q	♣K	False	2	True	Four Of A Kind
337	♣5	♣K	True	0	True	One Pair
338	♢5	♠7	False	0	False	One Pair
339	♡J	♠6	False	0	True	Three Of A Kind
340	♢K	♣4	False	0	True	One Pair
341	♢J	♡4	False	0	True	Four Of A Kind
342	♢K	♢9	True	0	False	One Pair
343	♠A	♣4	False	0	False	One Pair
344	♣8	♡9	False	0	True	Straight
345	♡Q	♢7	False	0	True	Two Pair
346	♠3	♣4	False	0	True	Three Of A Kind
347	♣T	♡Q	False	0	True	Two Pair
348	♠5	♢8	False	0	False	One Pair
349	♠J	♣8	False	0	False	One Pair
350	♢4	♢2	True	2	True	Four Of A Kind
351	♢K	♠5	False	0	True	Flush
352	♢T	♡K	False	0	False	One Pair
353	♠7	♢Q	False	0	False	One Pair
354	♡2	♡7	True	1	True	Three Of A Kind
355	♠4	♢6	False	0	True	Three Of A Kind
356	♢K	♠A	False	2	True	One Pair
357	♠T	♠9	True	0	True	Three Of A Kind
358	♣3	♡4	False	0	False	One Pair
359	♠Q	♣7	False	0	True	Three Of A Kind
360	♢A	♡6	False	0	True	One Pair
361	♠A	♠8	True	0	False	High Card
362	♢T	♣6	False	0	True	Three Of A Kind
363	♢T	♢A	True	2	True	Two Pair
364	♠9	♢5	False	0	True	One Pair
365	♠K	♠8	True	0	True	Three Of A Kind
366	♡6	♣5	False	0	False	One Pair
367	♣9	♡8	False	0	True	Two Pair
368	♡2	♣4	False	1	True	One Pair
369	♠3	♡8	False	0	True	Three Of A Kind
370	♣2	♠T	False	1	True	Four Of A Kind
371	♣2	♣9	True	1	True	Straight
372	♣5	♡5	False	2	True	Three Of A Kind
373	♢7	♣Q	False	0	True	Three Of A Kind
374	♡4	♣6	False	0	True	Two Pair
375	♢K	♡3	False	0	True	Two Pair
376	♡T	♢A	False	0	False	One Pair
377	♠8	♡3	False	0	True	Three Of A Kind
378	♣T	♢K	False	0	False	One Pair
379	♠2	♣9	False	1	True	Three Of A Kind
380	♠T	♣4	False	0	False	One Pair
381	♠Q	♣J	False	0	True	Two Pair
382	♠3	♡4	False	0	False	One Pair
383	♢3	♢K	True	0	True	Full House
384	♠9	♠T	True	0	True	Four Of A Kind
385	♡7	♣J	False	0	True	Three Of A Kind
386	♢A	♡K	False	2	False	One Pair
387	♠T	♡2	False	2	True	Four Of A Kind
388	♡J	♣T	False	0	True	Two Pair
389	♣5	♠5	False	2	True	Three Of A Kind
390	♣2	♣Q	True	1	True	Three Of A Kind
391	♢5	♡3	False	0	True	Four Of A Kind
392	♠9	♢9	False	2	True	Two Pair
393	♣T	♢A	False	0	True	Three Of A Kind
394	♢3	♣4	False	0	True	One Pair
395	♢A	♠J	False	0	False	One Pair
396	♣5	♣J	True	0	False	One Pair
397	♡T	♢T	False	2	True	Three Of A Kind
398	♢A	♡8	False	0	False	One Pair
399	♡J	♡9	True	0	True	Flush
400	♢7	♡9	False	0	True	Straight
401	♣5	♣4	True	0	True	Two Pair
402	♡9	♠A	False	0	False	One Pair
403	♣8	♠7	False	0	True	Flush
404	♡K	♣K	False	2	True	Two Pair
405	♢J	♡2	False	2	True	Three Of A Kind
406	♡3	♠K	False	0	True	Full House
407	♠9	♡7	False	0	True	Three Of A Kind
408	♡9	♡Q	True	0	False	High Card
409	♠8	♢4	False	0	True	Three Of A Kind
410	♠9	♡Q	False	0	True	Three Of A Kind
411	♣K	♠5	False	0	False	One Pair
412	♢9	♠6	False	0	True	Three Of A Kind
413	♢2	♡2	False	1	True	Three Of A Kind
414	♡J	♠8	False	0	False	High Card
415	♠6	♡T	False	0	False	One Pair
416	♣9	♡Q	False	0	False	One Pair
417	♣J	♡J	False	2	True	Two Pair
418	♡9	♡4	True	0	True	Three Of A Kind
419	♣6	♣3	True	0	True	Three Of A Kind
420	♢2	♣J	False	1	True	Straight
421	♡2	♡K	True	1	True	One Pair
422	♢T	♢A	True	2	True	Flush
423	♠6	♢9	False	0	False	High Card
424	♢5	♢7	True	0	False	One Pair
425	♠K	♡J	False	0	True	Three Of A Kind
426	♡2	♠3	False	1	False	One Pair
427	♠J	♠7	True	0	True	Three Of A Kind
428	♠T	♠5	True	0	True	Two Pair
429	♣4	♡J	False	0	False	One Pair
430	♣2	♠K	False	1	True	Three Of A Kind
431	♣A	♢3	False	0	True	Two Pair
432	♣Q	♢5	False	0	True	One Pair
433	♢2	♢J	True	1	True	Three Of A Kind
434	♡J	♢6	False	0	True	Three Of A Kind
435	♢6	♠7	False	0	True	Three Of A Kind
436	♢6	♠J	False	0	True	Three Of A Kind
437	♡5	♣6	False	0	True	One Pair
438	♢6	♡2	False	2	True	Three Of A Kind
439	♡8	♠9	False	0	True	One Pair
440	♠4	♣K	False	0	False	One Pair
441	♣2	♠K	False	1	True	Straight Flush
442	♢3	♡4	False	0	True	Two Pair
443	♣2	♢6	False	1	True	Three Of A Kind
444	♡2	♠8	False	1	True	Three Of A Kind
445	♠Q	♣3	False	0	False	One Pair
446	♢7	♡K	False	0	False	High Card
447	♠8	♡7	False	0	True	Three Of A Kind
448	♣T	♣4	True	0	False	One Pair
449	♡7	♢9	False	0	False	High Card
450	♡4	♡7	True	0	True	Straight
451	♢6	♡9	False	0	True	Three Of A Kind
452	♠7	♢K	False	0	True	One Pair
453	♣A	♠2	False	2	True	One Pair
454	♣7	♣9	True	0	True	Full House
455	♡8	♢Q	False	0	False	One Pair
456	♠3	♡9	False	0	True	Three Of A Kind
457	♢A	♣9	False	0	True	Three Of A Kind
458	♠T	♢8	False	0	True	Three Of A Kind
459	♣5	♣J	True	0	True	One Pair
460	♠9	♢4	False	0	False	One Pair
461	♡9	♠J	False	0	True	Three Of A Kind
462	♠6	♣2	False	2	True	Flush
463	♠K	♢T	False	0	True	Three Of A Kind
464	♡A	♢2	False	2	True	Three Of A Kind
465	♢Q	♡9	False	0	True	Three Of A Kind
466	♠A	♠7	True	0	True	Three Of A Kind
467	♢7	♢8	True	0	False	One Pair
468	♢T	♢4	True	0	False	One Pair
469	♠K	♠Q	True	2	True	Three Of A Kind
470	♣2	♠6	False	1	True	Four Of A Kind
471	♣Q	♢4	False	0	False	One Pair
472	♠9	♢A	False	0	True	Three Of A Kind
473	♡8	♠A	False	0	True	One Pair
474	♠Q	♡5	False	0	True	Two Pair
475	♠3	♡2	False	2	True	Four Of A Kind
476	♡7	♡9	True	0	False	One Pair
477	♢9	♡A	False	0	True	Two Pair
478	♢4	♢7	True	0	True	Flush
479	♣A	♡9	False	0	True	Three Of A Kind
480	♠5	♢T	False	0	True	Five Of A Kind
481	♢A	♢8	True	0	False	High Card
482	♢5	♣J	False	0	True	Three Of A Kind
483	♣4	♢9	False	0	False	One Pair
484	♣9	♡Q	False	0	True	Straight
485	♢J	♣K	False	0	False	High Card
486	♣7	♢3	False	0	False	High Card
487	♡T	♣5	False	0	True	Three Of A Kind
488	♠4	♣2	False	2	True	Three Of A Kind
489	♠2	♡3	False	1	True	Four Of A Kind
490	♢6	♢5	True	0	True	Two Pair
491	♡3	♢5	False	0	True	Two Pair
492	♠9	♠8	True	0	False	One Pair
493	♢7	♠3	False	0	False	One Pair
494	♠8	♢4	False	0	True	Two Pair
495	♣T	♡3	False	0	False	One Pair
496	♣6	♡7	False	0	True	Four Of A Kind
497	♠A	♠4	True	0	True	Three Of A Kind
498	♣K	♡A	False	2	True	One Pair
499	♡6	♣T	False	0	True	Two Pair
500	♠Q	♡T	False	0	True	Full House
501	♠T	♢T	False	2	True	Full House
502	♡2	♡A	True	1	True	One Pair
503	♣4	♠7	False	0	True	Four Of A Kind
504	♠A	♠6	True	0	False	High Card
505	♡T	♡J	True	2	False	High Card
506	♡3	♢6	False	0	True	Three Of A Kind
507	♡9	♢Q	False	0	True	Three Of A Kind
508	♢A	♡5	False	0	True	One Pair
509	♠Q	♡A	False	2	True	Straight
510	♣9	♡6	False	0	True	Three Of A Kind
511	♢8	♠2	False	2	True	One Pair
512	♣6	♠3	False	0	False	High Card
513	♣Q	♣3	True	0	False	One Pair
514	♠7	♣6	False	0	False	One Pair
515	♣7	♣9	True	0	True	Four Of A Kind
516	♣3	♢Q	False	0	True	One Pair
517	♠Q	♣Q	False	2	True	Three Of A Kind
518	♢T	♢A	True	2	True	Full House
519	♠K	♠4	True	0	True	Three Of A Kind
520	♣9	♡3	False	0	False	One Pair
521	♢J	♢7	True	0	False	One Pair
522	♠3	♢4	False	0	False	One Pair
523	♠T	♡3	False	0	True	Three Of A Kind
524	♢Q	♣9	False	0	False	One Pair
525	♢8	♡2	False	2	True	Four Of A Kind
526	♡7	♢8	False	0	True	Flush
527	♣6	♡8	False	0	True	Three Of A Kind
528	♢9	♡2	False	2	True	Four Of A Kind
529	♣T	♢4	False	0	True	Three Of A Kind
530	♣2	♢8	False	1	True	Five Of A Kind
531	♢7	♢4	True	0	True	Three Of A Kind
532	♢J	♣6	False	0	True	Straight
533	♢T	♣5	False	0	True	One Pair
534	♢T	♢9	True	0	True	Three Of A Kind
535	♣A	♠K	False	2	True	Three Of A Kind
536	♢6	♠3	False	0	True	One Pair
537	♢7	♡7	False	2	False	One Pair
538	♡8	♡8	True	2	True	Two Pair
539	♡A	♣4	False	0	True	Two Pair
540	♢4	♠7	False	0	True	Full House
541	♣2	♠5	False	1	True	Four Of A Kind
542	♠2	♣K	False	1	False	One Pair
543	♡T	♡3	True	0	True	One Pair
544	♣7	♣3	True	0	True	Three Of A Kind
545	♣6	♢2	False	2	False	One Pair
546	♠2	♣9	False	1	True	Flush
547	♠2	♢J	False	1	True	Flush
548	♢5	♠4	False	0	True	Four Of A Kind
549	♠3	♠3	True	2	True	Two Pair
550	♣7	♣7	True	2	False	One Pair
551	♢J	♠A	False	0	False	High Card
552	♢Q	♣5	False	0	True	Three Of A Kind
553	♢3	♢Q	True	0	True	Three Of A Kind
554	♠A	♢6	False	0	True	One Pair
555	♠5	♣T	False	0	True	Three Of A Kind
556	♢A	♢J	True	2	True	Four Of A Kind
557	♣J	♠A	False	0	False	One Pair
558	♣J	♣T	True	2	True	Four Of A Kind
559	♣9	♡8	False	0	False	One Pair
560	♡6	♢K	False	0	True	Two Pair
561	♠3	♡6	False	0	True	Straight
562	♢2	♡8	False	1	True	Three Of A Kind
563	♠2	♡K	False	1	True	Straight
564	♣2	♡A	False	1	True	Three Of A Kind
565	♢5	♡5	False	2	True	Two Pair
566	♣T	♡Q	False	0	True	Two Pair
567	♠7	♡9	False	0	True	Three Of A Kind
568	♢6	♣Q	False	0	True	Four Of A Kind
569	♡T	♢9	False	0	True	Straight
570	♢K	♡Q	False	2	True	Straight
571	♣Q	♠7	False	0	False	One Pair
572	♠2	♣3	False	1	True	One Pair
573	♠8	♠6	True	0	True	Three Of A Kind
574	♣6	♠Q	False	0	True	Flush
575	♡2	♣8	False	1	True	Four Of A Kind
576	♣3	♢3	False	2	True	Four Of A Kind
577	♡Q	♢5	False	0	True	Full House
578	♣5	♣2	True	2	True	Four Of A Kind
579	♢K	♣3	False	0	True	Three Of A Kind
580	♠7	♠T	True	0	True	Full House
581	♡3	♢9	False	0	True	Four Of A Kind
582	♡5	♠6	False	0	False	One Pair
583	♠2	♢9	False	1	True	One Pair
584	♠5	♠K	True	0	False	High Card
585	♣Q	♡3	False	0	False	One Pair
586	♢J	♢3	True	0	True	Flush
587	♠5	♡2	False	2	True	One Pair
588	♣T	♣A	True	2	True	Three Of A Kind
589	♢K	♢8	True	0	False	One Pair
590	♡A	♠Q	False	2	False	One Pair
591	♣A	♠9	False	0	True	Three Of A Kind
592	♡8	♠4	False	0	False	One Pair
593	♡3	♡3	True	2	True	Three Of A Kind
594	♢6	♡K	False	0	True	Three Of A Kind
595	♡7	♣Q	False	0	False	High Card
596	♠8	♢Q	False	0	False	High Card
597	♠4	♢J	False	0	True	Three Of A Kind
598	♢J	♢5	True	0	False	One Pair
599	♣7	♢3	False	0	False	One Pair
600	♡2	♠4	False	1	False	One Pair
601	♣J	♠7	False	0	False	One Pair
602	♡8	♣6	False	0	True	Full House
603	♡5	♠3	False	0	False	One Pair
604	♡4	♢9	False	0	True	One Pair
605	♢8	♠3	False	0	True	Three Of A Kind
606	♣6	♡A	False	0	True	Three Of A Kind
607	♡8	♡6	True	0	True	Full House
608	♡T	♢K	False	0	True	Two Pair
609	♣K	♢T	False	0	True	Three Of A Kind
610	♣7	♠6	False	0	True	Full House
611	♠3	♡Q	False	0	True	Four Of A Kind
612	♢2	♣7	False	1	True	Four Of A Kind
613	♡3	♡9	True	0	False	One Pair
614	♢4	♢J	True	0	False	One Pair
615	♡K	♢9	False	0	True	Straight
616	♣K	♠J	False	0	True	Full House
617	♢Q	♢8	True	0	True	Three Of A Kind
618	♠8	♢K	False	0	True	Full House
619	♡8	♠2	False	2	True	Three Of A Kind
620	♠Q	♡4	False	0	True	Full House
621	♡4	♢9	False	0	False	One Pair
622	♠9	♣J	False	0	True	Three Of A Kind
623	♠4	♢A	False	0	True	Three Of A Kind
624	♣J	♣9	True	0	True	Three Of A Kind
625	♢A	♠3	False	0	True	One Pair
626	♠8	♡3	False	0	False	One Pair
627	♡7	♡8	True	0	True	Four Of A Kind
628	♢K	♠T	False	0	True	Four Of A Kind
629	♠K	♣9	False	0	True	Three Of A Kind
630	♣5	♡J	False	0	False	High Card
631	♠2	♣5	False	1	True	One Pair
632	♣3	♠A	False	0	True	Four Of A Kind
633	♡3	♣5	False	0	True	One Pair
634	♠6	♢Q	False	0	True	Four Of A Kind
635	♠Q	♣5	False	0	True	Three Of A Kind
636	♢3	♠T	False	0	True	Full House
637	♠6	♡J	False	0	False	One Pair
638	♢4	♠J	False	0	True	Three Of A Kind
639	♣2	♢8	False	1	True	Five Of A Kind
640	♢K	♠Q	False	2	True	Three Of A Kind
641	♡Q	♠8	False	0	True	Three Of A Kind
642	♢6	♠2	False	2	True	Full House
643	♢K	♢9	True	0	False	One Pair
644	♢J	♢3	True	0	True	One Pair
645	♠Q	♢6	False	0	True	Three Of A Kind
646	♠J	♢2	False	2	True	Four Of A Kind
647	♠7	♢A	False	0	False	One Pair
648	♡A	♡3	True	0	True	Two Pair
649	♣8	♡3	False	0	True	Three Of A Kind
650	♢K	♠6	False	0	True	Two Pair
651	♡3	♢4	False	0	True	Straight
652	♠7	♠J	True	0	True	Four Of A Kind
653	♡8	♣8	False	2	True	Three Of A Kind
654	♣Q	♠4	False	0	True	Three Of A Kind
655	♡8	♠A	False	0	True	One Pair
656	♢7	♡K	False	0	True	Three Of A Kind
657	♢3	♠2	False	2	True	Straight
658	♡T	♢7	False	0	True	Three Of A Kind
659	♢Q	♢Q	True	2	True	Two Pair
660	♣4	♠K	False	0	True	Full House
661	♠2	♢9	False	1	True	Three Of A Kind
662	♠5	♡J	False	0	False	High Card
663	♢3	♢A	True	0	True	Two Pair
664	♢3	♣K	False	0	False	High Card
665	♢2	♡9	False	1	True	Three Of A Kind
666	♡4	♢3	False	0	False	One Pair
667	♠K	♣9	False	0	False	One Pair
668	♡9	♡K	True	0	True	One Pair
669	♢8	♠K	False	0	True	One Pair
670	♣J	♣3	True	0	False	High Card
671	♣5	♡5	False	2	True	Full House
672	♠8	♣5	False	0	True	Three Of A Kind
673	♣3	♣4	True	0	False	One Pair
674	♢J	♣7	False	0	True	Three Of A Kind
675	♡7	♢5	False	0	True	Straight
676	♡8	♠J	False	0	True	Three Of A Kind
677	♠K	♣4	False	0	True	Three Of A Kind
678	♠7	♢7	False	2	True	Three Of A Kind
679	♡6	♣6	False	2	False	One Pair
680	♣T	♢J	False	0	True	Three Of A Kind
681	♣9	♢6	False	0	True	Three Of A Kind
682	♠Q	♣Q	False	2	True	Three Of A Kind
683	♠9	♡T	False	0	True	Two Pair
684	♢2	♣9	False	1	True	Three Of A Kind
685	♠K	♡Q	False	2	False	High Card
686	♣5	♣7	True	0	True	Two Pair
687	♣J	♡8	False	0	True	Four Of A Kind
688	♢5	♡J	False	0	True	Three Of A Kind
689	♠4	♢T	False	0	True	Three Of A Kind
690	♣2	♡T	False	1	True	One Pair
691	♡T	♠9	False	0	True	Three Of A Kind
692	♣T	♠Q	False	0	False	High Card
693	♡8	♢A	False	0	True	Three Of A Kind
694	♠8	♠9	True	0	True	Flush
695	♡K	♣5	False	0	True	Two Pair
696	♡2	♠6	False	1	True	Three Of A Kind
697	♠T	♣8	False	0	False	One Pair
698	♣6	♡6	False	2	True	Full House
699	♡5	♢4	False	0	True	Three Of A Kind
700	♢8	♢5	True	0	True	Three Of A Kind
701	♡3	♢6	False	0	True	Straight
702	♣3	♡8	False	0	True	Three Of A Kind
703	♠A	♣Q	False	2	True	Straight
704	♢K	♣4	False	0	True	Four Of A Kind
705	♣J	♠2	False	2	False	One Pair
706	♣6	♣2	True	2	True	Three Of A Kind
707	♠5	♠8	True	0	False	One Pair
708	♠4	♢6	False	0	True	Straight
709	♡7	♣A	False	0	True	One Pair
710	♣J	♡5	False	0	True	Two Pair
711	♠Q	♡3	False	0	True	Two Pair
712	♢Q	♣8	False	0	False	One Pair
713	♡9	♠8	False	0	False	One Pair
714	♡2	♢2	False	1	True	Four Of A Kind
715	♡K	♣5	False	0	False	One Pair
716	♠K	♡4	False	0	False	One Pair
717	♡4	♢A	False	0	False	High Card
718	♡Q	♣5	False	0	True	Full House
719	♠3	♡A	False	0	True	Four Of A Kind
720	♠2	♢K	False	1	True	Three Of A Kind
721	♢A	♠4	False	0	True	One Pair
722	♠T	♠A	True	2	True	Two Pair
723	♠3	♠8	True	0	True	Three Of A Kind
724	♣4	♠8	False	0	False	High Card
725	♠J	♣7	False	0	False	One Pair
726	♠7	♡K	False	0	True	One Pair
727	♡A	♠T	False	0	True	One Pair
728	♡6	♡Q	True	0	True	One Pair
729	♣Q	♣4	True	0	True	Three Of A Kind
730	♡T	♠J	False	0	False	One Pair
731	♣5	♡4	False	0	True	Three Of A Kind
732	♣A	♢8	False	0	True	Two Pair
733	♡T	♢T	False	2	True	Four Of A Kind
734	♢8	♢J	True	0	False	One Pair
735	♣9	♣7	True	0	False	One Pair
736	♢J	♡8	False	0	True	Two Pair
737	♠3	♡A	False	0	False	High Card
738	♠2	♠7	True	1	True	Three Of A Kind
739	♣K	♠7	False	0	False	One Pair
740	♡A	♡6	True	0	True	Full House
741	♡T	♠6	False	0	False	One Pair
742	♡5	♡8	True	0	True	Straight
743	♢6	♢2	True	2	True	Full House
744	♠Q	♡9	False	0	False	High Card
745	♠2	♡3	False	1	True	Three Of A Kind
746	♠K	♡2	False	2	True	Four Of A Kind
747	♠8	♢4	False	0	False	High Card
748	♠5	♠T	True	0	True	Two Pair
749	♣2	♠J	False	1	True	Straight
750	♣Q	♠3	False	0	True	Three Of A Kind
751	♢2	♢T	True	1	True	Three Of A Kind
752	♠K	♡8	False	0	False	High Card
753	♣K	♣8	True	0	True	Two Pair
754	♠9	♢5	False	0	False	One Pair
755	♣A	♣2	True	2	True	One Pair
756	♠K	♠5	True	0	True	Three Of A Kind
757	♡7	♣K	False	0	True	Four Of A Kind
758	♢5	♠3	False	0	False	One Pair
759	♣J	♠Q	False	0	True	Straight
760	♣A	♡T	False	0	False	One Pair
761	♣8	♠J	False	0	False	One Pair
762	♢5	♡8	False	0	False	High Card
763	♡Q	♢4	False	0	True	One Pair
764	♠T	♢4	False	0	True	Three Of A Kind
765	♢4	♡K	False	0	True	One Pair
766	♠9	♢5	False	0	False	One Pair
767	♠9	♣A	False	0	False	High Card
768	♢7	♢2	True	2	True	Three Of A Kind
769	♡2	♣9	False	1	True	Three Of A Kind
770	♡K	♣Q	False	2	True	Three Of A Kind
771	♣J	♢3	False	0	False	One Pair
772	♠9	♠6	True	0	True	One Pair
773	♡J	♢J	False	2	True	Two Pair
774	♣J	♣8	True	0	True	Four Of A Kind
775	♡K	♠A	False	2	True	Three Of A Kind
776	♡4	♢5	False	0	True	Three Of A Kind
777	♠6	♠8	True	0	False	High Card
778	♡J	♣5	False	0	False	One Pair
779	♠T	♠A	True	2	True	Three Of A Kind
780	♠Q	♡9	False	0	False	High Card
781	♡K	♢K	False	2	True	Five Of A Kind
782	♢Q	♣9	False	0	True	One Pair
783	♠9	♡5	False	0	True	Two Pair
784	♠J	♠2	True	2	True	Three Of A Kind
785	♠3	♢4	False	0	True	Three Of A Kind
786	♢3	♢A	True	0	True	Three Of A Kind
787	♡3	♢8	False	0	True	Four Of A Kind
788	♡T	♣3	False	0	False	One Pair
789	♠A	♡J	False	0	True	One Pair
790	♠4	♠8	True	0	True	Three Of A Kind
791	♣9	♡J	False	0	True	Two Pair
792	♡2	♠7	False	1	True	Four Of A Kind
793	♢K	♠Q	False	2	True	One Pair
794	♣3	♠8	False	0	False	One Pair
795	♡4	♣5	False	0	False	One Pair
796	♢7	♣5	False	0	False	High Card
797	♣K	♠6	False	0	True	Three Of A Kind
798	♠Q	♢8	False	0	True	Four Of A Kind
799	♣6	♡9	False	0	False	One Pair
800	♣4	♢K	False	0	True	One Pair
801	♢3	♢T	True	0	False	One Pair
802	♣Q	♠9	False	0	False	High Card
803	♠T	♠4	True	0	False	High Card
804	♡4	♡J	True	0	False	One Pair
805	♠J	♣A	False	0	True	Three Of A Kind
806	♢3	♢J	True	0	True	Flush
807	♡2	♣6	False	1	False	One Pair
808	♠8	♠A	True	0	True	Three Of A Kind
809	♢2	♡6	False	1	True	Four Of A Kind
810	♢6	♢K	True	0	False	One Pair
811	♠4	♠9	True	0	False	High Card
812	♠3	♠8	True	0	False	One Pair
813	♠3	♠4	True	0	True	One Pair
814	♣7	♣5	True	0	True	Flush
815	♣2	♢A	False	1	True	Three Of A Kind
816	♡Q	♣8	False	0	True	Three Of A Kind
817	♢J	♣5	False	0	False	High Card
818	♢A	♠2	False	2	True	Three Of A Kind
819	♠2	♣J	False	1	True	Straight
820	♡2	♣T	False	1	True	Three Of A Kind
821	♣J	♠6	False	0	False	One Pair
822	♢4	♢8	True	0	True	Straight Flush
